x-axis,1
second,Volt
+10.35146000E-03,+34.37499702E-03
+10.35148000E-03,+3.12499702E-03
+10.35150000E-03,-28.12500298E-03
+10.35152000E-03,-43.75000298E-03
+10.35154000E-03,-28.12500298E-03
+10.35156000E-03,-12.50000298E-03
+10.35158000E-03,+18.74999702E-03
+10.35160000E-03,+65.62499702E-03
+10.35162000E-03,+128.12499702E-03
+10.35164000E-03,+143.74999702E-03
+10.35166000E-03,+190.62499702E-03
+10.35168000E-03,+159.37499702E-03
+10.35170000E-03,+112.49999702E-03
+10.35172000E-03,+65.62499702E-03
+10.35174000E-03,+3.12499702E-03
+10.35176000E-03,-28.12500298E-03
+10.35178000E-03,-59.37500298E-03
+10.35180000E-03,-59.37500298E-03
+10.35182000E-03,-43.75000298E-03
+10.35184000E-03,-12.50000298E-03
+10.35186000E-03,+49.99999701E-03
+10.35188000E-03,+143.74999701E-03
+10.35190000E-03,+159.37499702E-03
+10.35192000E-03,+190.62499702E-03
+10.35194000E-03,+190.62499702E-03
+10.35196000E-03,+174.99999702E-03
+10.35198000E-03,+128.12499703E-03
+10.35200000E-03,+81.24999703E-03
+10.35202000E-03,+18.74999703E-03
+10.35204000E-03,-43.75000297E-03
+10.35206000E-03,-75.00000298E-03
+10.35208000E-03,-90.62500298E-03
+10.35210000E-03,-75.00000298E-03
+10.35212000E-03,-28.12500299E-03
+10.35214000E-03,+49.99999701E-03
+10.35216000E-03,+96.87499701E-03
+10.35218000E-03,+143.74999701E-03
+10.35220000E-03,+159.37499702E-03
+10.35222000E-03,+159.37499702E-03
+10.35224000E-03,+128.12499703E-03
+10.35226000E-03,+96.87499703E-03
+10.35228000E-03,+49.99999703E-03
+10.35230000E-03,+3.12499703E-03
+10.35232000E-03,-43.75000297E-03
+10.35234000E-03,-59.37500298E-03
+10.35236000E-03,-43.75000298E-03
+10.35238000E-03,-28.12500298E-03
+10.35240000E-03,+3.12499701E-03
+10.35242000E-03,+49.99999701E-03
+10.35244000E-03,+96.87499701E-03
+10.35246000E-03,+128.12499701E-03
+10.35248000E-03,+143.74999702E-03
+10.35250000E-03,+143.74999702E-03
+10.35252000E-03,+112.49999703E-03
+10.35254000E-03,+96.87499702E-03
+10.35256000E-03,+49.99999703E-03
+10.35258000E-03,+3.12499703E-03
+10.35260000E-03,-43.75000297E-03
+10.35262000E-03,-75.00000297E-03
+10.35264000E-03,-90.62500298E-03
+10.35266000E-03,-75.00000299E-03
+10.35268000E-03,-28.12500300E-03
+10.35270000E-03,+34.37499700E-03
+10.35272000E-03,+81.24999700E-03
+10.35274000E-03,+143.74999700E-03
+10.35276000E-03,+174.99999701E-03
+10.35278000E-03,+190.62499701E-03
+10.35280000E-03,+174.99999703E-03
+10.35282000E-03,+112.49999704E-03
+10.35284000E-03,+49.99999704E-03
+10.35286000E-03,-12.50000296E-03
+10.35288000E-03,-75.00000296E-03
+10.35290000E-03,-90.62500297E-03
+10.35292000E-03,-90.62500298E-03
+10.35294000E-03,-59.37500299E-03
+10.35296000E-03,+3.12499699E-03
+10.35298000E-03,+65.62499699E-03
+10.35300000E-03,+128.12499699E-03
+10.35302000E-03,+190.62499699E-03
+10.35304000E-03,+206.24999701E-03
+10.35306000E-03,+190.62499703E-03
+10.35308000E-03,+143.74999704E-03
+10.35310000E-03,+65.62499706E-03
+10.35312000E-03,-28.12500294E-03
+10.35314000E-03,-90.62500295E-03
+10.35316000E-03,-137.50000296E-03
+10.35318000E-03,-153.12500297E-03
+10.35320000E-03,-106.25000300E-03
+10.35322000E-03,-28.12500302E-03
+10.35324000E-03,+65.62499697E-03
+10.35326000E-03,+143.74999698E-03
+10.35328000E-03,+237.49999697E-03
+10.35330000E-03,+268.74999700E-03
+10.35332000E-03,+253.12499703E-03
+10.35334000E-03,+253.12499702E-03
+10.35336000E-03,+206.24999705E-03
+10.35338000E-03,+143.74999705E-03
+10.35340000E-03,+65.62499706E-03
+10.35342000E-03,+18.74999705E-03
+10.35344000E-03,-43.75000294E-03
+10.35346000E-03,-75.00000296E-03
+10.35348000E-03,-90.62500297E-03
+10.35350000E-03,-59.37500300E-03
+10.35352000E-03,-28.12500300E-03
+10.35354000E-03,+49.99999697E-03
+10.35356000E-03,+128.12499697E-03
+10.35358000E-03,+206.24999697E-03
+10.35360000E-03,+268.74999698E-03
+10.35362000E-03,+299.99999700E-03
+10.35364000E-03,+284.37499703E-03
+10.35366000E-03,+268.74999703E-03
+10.35368000E-03,+206.24999706E-03
+10.35370000E-03,+143.74999706E-03
+10.35372000E-03,+49.99999708E-03
+10.35374000E-03,+18.74999704E-03
+10.35376000E-03,-12.50000296E-03
+10.35378000E-03,+3.12499701E-03
+10.35380000E-03,+34.37499700E-03
+10.35382000E-03,+81.24999699E-03
+10.35384000E-03,+143.74999698E-03
+10.35386000E-03,+206.24999698E-03
+10.35388000E-03,+206.24999702E-03
+10.35390000E-03,+221.87499701E-03
+10.35392000E-03,+190.62499704E-03
+10.35394000E-03,+143.74999705E-03
+10.35396000E-03,+96.87499705E-03
+10.35398000E-03,+34.37499707E-03
+10.35400000E-03,-12.50000295E-03
+10.35402000E-03,-12.50000298E-03
+10.35404000E-03,-12.50000298E-03
+10.35406000E-03,+18.74999700E-03
+10.35408000E-03,+65.62499698E-03
+10.35410000E-03,+128.12499697E-03
+10.35412000E-03,+190.62499697E-03
+10.35414000E-03,+268.74999696E-03
+10.35416000E-03,+268.74999702E-03
+10.35418000E-03,+268.74999702E-03
+10.35420000E-03,+206.24999707E-03
+10.35422000E-03,+143.74999707E-03
+10.35424000E-03,+65.62499708E-03
+10.35426000E-03,-12.50000292E-03
+10.35428000E-03,-59.37500294E-03
+10.35430000E-03,-28.12500301E-03
+10.35432000E-03,-12.50000299E-03
+10.35434000E-03,+65.62499695E-03
+10.35436000E-03,+174.99999693E-03
+10.35438000E-03,+268.74999694E-03
+10.35440000E-03,+362.49999694E-03
+10.35442000E-03,+409.37499698E-03
+10.35444000E-03,+456.24999698E-03
+10.35446000E-03,+440.62499703E-03
+10.35448000E-03,+409.37499705E-03
+10.35450000E-03,+346.87499707E-03
+10.35452000E-03,+253.12499710E-03
+10.35454000E-03,+190.62499708E-03
+10.35456000E-03,+96.87499710E-03
+10.35458000E-03,+34.37499708E-03
+10.35460000E-03,+34.37499702E-03
+10.35462000E-03,+49.99999701E-03
+10.35464000E-03,+81.24999699E-03
+10.35466000E-03,+143.74999696E-03
+10.35468000E-03,+206.24999696E-03
