x-axis,1
second,Volt
+10.35962000E-03,-75.00000298E-03
+10.35964000E-03,-59.37500298E-03
+10.35966000E-03,-28.12500298E-03
+10.35968000E-03,+3.12499702E-03
+10.35970000E-03,+65.62499702E-03
+10.35972000E-03,+96.87499702E-03
+10.35974000E-03,+128.12499702E-03
+10.35976000E-03,+112.49999702E-03
+10.35978000E-03,+112.49999702E-03
+10.35980000E-03,+65.62499702E-03
+10.35982000E-03,+34.37499702E-03
+10.35984000E-03,-28.12500298E-03
+10.35986000E-03,-43.75000298E-03
+10.35988000E-03,-43.75000298E-03
+10.35990000E-03,-43.75000298E-03
+10.35992000E-03,-12.50000298E-03
+10.35994000E-03,+18.74999702E-03
+10.35996000E-03,+65.62499702E-03
+10.35998000E-03,+112.49999702E-03
+10.36000000E-03,+143.74999702E-03
+10.36002000E-03,+143.74999702E-03
+10.36004000E-03,+159.37499702E-03
+10.36006000E-03,+112.49999702E-03
+10.36008000E-03,+96.87499702E-03
+10.36010000E-03,+34.37499703E-03
+10.36012000E-03,+3.12499702E-03
+10.36014000E-03,-43.75000297E-03
+10.36016000E-03,-59.37500298E-03
+10.36018000E-03,-28.12500298E-03
+10.36020000E-03,-12.50000298E-03
+10.36022000E-03,+34.37499701E-03
+10.36024000E-03,+81.24999701E-03
+10.36026000E-03,+128.12499701E-03
+10.36028000E-03,+174.99999701E-03
+10.36030000E-03,+174.99999702E-03
+10.36032000E-03,+174.99999702E-03
+10.36034000E-03,+159.37499702E-03
+10.36036000E-03,+112.49999703E-03
+10.36038000E-03,+65.62499703E-03
+10.36040000E-03,+3.12499703E-03
+10.36042000E-03,-43.75000297E-03
+10.36044000E-03,-75.00000297E-03
+10.36046000E-03,-59.37500298E-03
+10.36048000E-03,-59.37500298E-03
+10.36050000E-03,-28.12500299E-03
+10.36052000E-03,+34.37499700E-03
+10.36054000E-03,+81.24999701E-03
+10.36056000E-03,+143.74999700E-03
+10.36058000E-03,+174.99999701E-03
+10.36060000E-03,+190.62499702E-03
+10.36062000E-03,+190.62499702E-03
+10.36064000E-03,+143.74999703E-03
+10.36066000E-03,+96.87499703E-03
+10.36068000E-03,+18.74999704E-03
+10.36070000E-03,+3.12499702E-03
+10.36072000E-03,-59.37500296E-03
+10.36074000E-03,-43.75000299E-03
+10.36076000E-03,-28.12500299E-03
+10.36078000E-03,+3.12499701E-03
+10.36080000E-03,+49.99999700E-03
+10.36082000E-03,+96.87499700E-03
+10.36084000E-03,+159.37499700E-03
+10.36086000E-03,+174.99999701E-03
+10.36088000E-03,+174.99999702E-03
+10.36090000E-03,+159.37499703E-03
+10.36092000E-03,+112.49999704E-03
+10.36094000E-03,+65.62499704E-03
+10.36096000E-03,+3.12499704E-03
+10.36098000E-03,-28.12500297E-03
+10.36100000E-03,-28.12500298E-03
+10.36102000E-03,-12.50000299E-03
+10.36104000E-03,+18.74999701E-03
+10.36106000E-03,+65.62499700E-03
+10.36108000E-03,+128.12499699E-03
+10.36110000E-03,+159.37499701E-03
+10.36112000E-03,+206.24999700E-03
+10.36114000E-03,+221.87499701E-03
+10.36116000E-03,+206.24999703E-03
+10.36118000E-03,+174.99999703E-03
+10.36120000E-03,+128.12499704E-03
+10.36122000E-03,+81.24999704E-03
+10.36124000E-03,+18.74999705E-03
+10.36126000E-03,+3.12499703E-03
+10.36128000E-03,-28.12500297E-03
+10.36130000E-03,-12.50000299E-03
+10.36132000E-03,-12.50000298E-03
+10.36134000E-03,+34.37499700E-03
+10.36136000E-03,+81.24999700E-03
+10.36138000E-03,+143.74999699E-03
+10.36140000E-03,+190.62499700E-03
+10.36142000E-03,+237.49999700E-03
+10.36144000E-03,+237.49999702E-03
+10.36146000E-03,+221.87499703E-03
+10.36148000E-03,+174.99999704E-03
+10.36150000E-03,+112.49999705E-03
+10.36152000E-03,+49.99999705E-03
+10.36154000E-03,-12.50000295E-03
+10.36156000E-03,-75.00000295E-03
+10.36158000E-03,-75.00000298E-03
+10.36160000E-03,-59.37500299E-03
+10.36162000E-03,-12.50000301E-03
+10.36164000E-03,+34.37499699E-03
+10.36166000E-03,+128.12499696E-03
+10.36168000E-03,+221.87499696E-03
+10.36170000E-03,+284.37499698E-03
+10.36172000E-03,+315.62499700E-03
+10.36174000E-03,+331.24999701E-03
+10.36176000E-03,+284.37499705E-03
+10.36178000E-03,+190.62499708E-03
+10.36180000E-03,+96.87499708E-03
+10.36182000E-03,-28.12500290E-03
+10.36184000E-03,-106.25000293E-03
+10.36186000E-03,-153.12500295E-03
+10.36188000E-03,-137.50000299E-03
+10.36190000E-03,-59.37500303E-03
+10.36192000E-03,+49.99999695E-03
+10.36194000E-03,+174.99999694E-03
+10.36196000E-03,+299.99999694E-03
+10.36198000E-03,+393.74999696E-03
+10.36200000E-03,+424.99999700E-03
+10.36202000E-03,+409.37499703E-03
+10.36204000E-03,+331.24999707E-03
+10.36206000E-03,+221.87499710E-03
+10.36208000E-03,+96.87499711E-03
+10.36210000E-03,-12.50000290E-03
+10.36212000E-03,-106.25000291E-03
+10.36214000E-03,-106.25000298E-03
+10.36216000E-03,-43.75000303E-03
+10.36218000E-03,+49.99999695E-03
+10.36220000E-03,+174.99999693E-03
+10.36222000E-03,+315.62499691E-03
+10.36224000E-03,+393.74999696E-03
+10.36226000E-03,+471.87499696E-03
+10.36228000E-03,+471.87499702E-03
+10.36230000E-03,+409.37499707E-03
+10.36232000E-03,+315.62499709E-03
+10.36234000E-03,+206.24999711E-03
+10.36236000E-03,+65.62499713E-03
+10.36238000E-03,-28.12500291E-03
+10.36240000E-03,-121.87500290E-03
+10.36242000E-03,-121.87500298E-03
+10.36244000E-03,-75.00000302E-03
+10.36246000E-03,+34.37499693E-03
+10.36248000E-03,+190.62499689E-03
+10.36250000E-03,+346.87499689E-03
+10.36252000E-03,+471.87499691E-03
+10.36254000E-03,+565.62499694E-03
+10.36256000E-03,+565.62499702E-03
+10.36258000E-03,+518.74999706E-03
+10.36260000E-03,+409.37499711E-03
+10.36262000E-03,+253.12499716E-03
+10.36264000E-03,+96.87499716E-03
+10.36266000E-03,-28.12500287E-03
+10.36268000E-03,-137.50000288E-03
+10.36270000E-03,-153.12500297E-03
+10.36272000E-03,-75.00000305E-03
+10.36274000E-03,+65.62499689E-03
+10.36276000E-03,+237.49999686E-03
+10.36278000E-03,+409.37499686E-03
+10.36280000E-03,+565.62499688E-03
+10.36282000E-03,+674.99999692E-03
+10.36284000E-03,+721.87499698E-03
